"id","template_id","title","description","status","pdf_file_name","pdf_content_type","pdf_file_size","pdf_updated_at","created_at","updated_at","tag_id","creator_id","thumbnail_file_name","thumbnail_content_type","thumbnail_file_size","thumbnail_updated_at","crop_marks","share_graphic_file_name","share_graphic_content_type","share_graphic_file_size","share_graphic_updated_at"
2395,23,"New Employee Orientation 2-Sided Postcard","Use this 2-sided postcard as a direct mail piece to bring awareness to your local organizing campaign. On the front side there is placement for up to five headshot photos with attributing quotes listed below. Also, on the back side there is placement for additional contact information and a place to include a permit number OR a U.S. stamp.",1,"2395.pdf","application/pdf",407056,"2019-07-09 18:44:41","2019-07-09 18:44:30","2019-07-09 18:44:43",NULL,871,"2395_thumb.png","image/png",5288,"2019-07-09 18:44:43",0,NULL,NULL,NULL,NULL
2396,27,"Newsletter","Use this 2-sided newsletter template to message your local members on issues that are important to them. On the front, there is space for a cover story and includes space for 1 large photo. In addition, there is also space to include a message from your local president. On the back, there is a static message from AFSCME President Lee Saunders that will automatically be updated each month.",1,"2396.pdf","application/pdf",1171235,"2019-07-10 00:23:49","2019-07-10 00:23:43","2019-07-10 00:23:51",NULL,870,"2396_thumb.png","image/png",82434,"2019-07-10 00:23:51",0,NULL,NULL,NULL,NULL
2397,27,"Newsletter","Use this 2-sided newsletter template to message your local members on issues that are important to them. On the front, there is space for a cover story and includes space for 1 large photo. In addition, there is also space to include a message from your local president. On the back, there is a static message from AFSCME President Lee Saunders that will automatically be updated each month.",1,"2397.pdf","application/pdf",1171235,"2019-07-10 00:23:50","2019-07-10 00:23:44","2019-07-10 00:23:52",NULL,870,"2397_thumb.png","image/png",82434,"2019-07-10 00:23:52",0,NULL,NULL,NULL,NULL
2398,27,"Newsletter","Use this 2-sided newsletter template to message your local members on issues that are important to them. On the front, there is space for a cover story and includes space for 1 large photo. In addition, there is also space to include a message from your local president. On the back, there is a static message from AFSCME President Lee Saunders that will automatically be updated each month.",1,"2398.pdf","application/pdf",1171188,"2019-07-26 22:18:30","2019-07-10 00:23:45","2019-07-26 22:18:32",NULL,870,"2398_thumb.png","image/png",82465,"2019-07-26 22:18:32",0,NULL,NULL,NULL,NULL
2399,27,"Newsletter","Use this 2-sided newsletter template to message your local members on issues that are important to them. On the front, there is space for a cover story and includes space for 1 large photo. In addition, there is also space to include a message from your local president. On the back, there is a static message from AFSCME President Lee Saunders that will automatically be updated each month.",1,"2399.pdf","application/pdf",1258817,"2019-07-18 18:48:40","2019-07-10 13:53:33","2019-07-18 18:48:42",NULL,780,"2399_thumb.png","image/png",64783,"2019-07-18 18:48:42",0,NULL,NULL,NULL,NULL
2400,11,"General Announcement","Similar to the ""Never Quit Meeting Flyer"" — use this template to announce an event or a recent contract victory within your affiliate. Please make sure to incorporate a high-resolution photo that will work well with the space provided.
 ",1,"2400.pdf","application/pdf",540623,"2019-07-12 00:31:20","2019-07-10 15:34:16","2019-07-12 00:31:21",NULL,780,"2400_thumb.png","image/png",61447,"2019-07-12 00:31:21",0,NULL,NULL,NULL,NULL
2401,36,"Inoculation Flyer","Use this flier to inoculate members against the Freedom Foundation. This flier exposes who’s behind the Freedom foundation and uses their own words to expose their true agenda.",1,"2401.pdf","application/pdf",557658,"2019-07-10 18:29:33","2019-07-10 18:24:20","2019-07-10 18:29:34",NULL,287,"2401_thumb.png","image/png",39545,"2019-07-10 18:29:34",0,NULL,NULL,NULL,NULL
2402,13,"Floating Heads Testimonial","Floating Heads Testimonial",1,"2402.pdf","application/pdf",667631,"2019-07-15 18:04:41","2019-07-10 20:30:54","2019-07-15 18:04:42",NULL,863,"2402_thumb.png","image/png",43299,"2019-07-15 18:04:42",0,NULL,NULL,NULL,NULL
2403,11,"PC Membership Mtg","Similar to the ""Never Quit Meeting Flyer"" — use this template to announce an event or a recent contract victory within your affiliate. Please make sure to incorporate a high-resolution photo that will work well with the space provided.
 ",1,"2403.pdf","application/pdf",372261,"2019-07-11 02:38:44","2019-07-11 02:38:41","2019-07-11 02:38:45",NULL,796,"2403_thumb.png","image/png",19273,"2019-07-11 02:38:45",0,NULL,NULL,NULL,NULL
2404,10,"Never Quit Brand Story","Already print-ready — use this poster as is or customize it to include an AFSCME affiliate logo and additional contact information.",1,"2404.pdf","application/pdf",545776,"2019-07-11 14:13:37","2019-07-11 14:13:35","2019-07-11 14:13:37",NULL,184,"2404_thumb.png","image/png",59850,"2019-07-11 14:13:37",0,NULL,NULL,NULL,NULL
2405,36,"Inoculation Flyer","Use this flier to inoculate members against the Freedom Foundation. This flier exposes who’s behind the Freedom foundation and uses their own words to expose their true agenda.",1,"2405.pdf","application/pdf",535070,"2019-07-11 14:33:25","2019-07-11 14:33:22","2019-07-11 14:33:27",NULL,184,"2405_thumb.png","image/png",49186,"2019-07-11 14:33:27",0,NULL,NULL,NULL,NULL
2406,11,"General Announcement","Similar to the ""Never Quit Meeting Flyer"" — use this template to announce an event or a recent contract victory within your affiliate. Please make sure to incorporate a high-resolution photo that will work well with the space provided.
 ",-2,NULL,NULL,NULL,NULL,"2019-07-11 15:54:39","2019-07-31 14:48:49",NULL,780,"2225_thumb.png","image/png",56359,"2019-04-25 20:12:44",0,NULL,NULL,NULL,NULL
2407,11,"General Announcement","Similar to the ""Never Quit Meeting Flyer"" — use this template to announce an event or a recent contract victory within your affiliate. Please make sure to incorporate a high-resolution photo that will work well with the space provided.
 ",1,"2407.pdf","application/pdf",841993,"2019-07-11 15:54:49","2019-07-11 15:54:39","2019-07-11 15:54:50",NULL,780,"2407_thumb.png","image/png",56359,"2019-07-11 15:54:50",0,NULL,NULL,NULL,NULL
2408,6,"PC MTG FLYER ","Use this flyer when advertising a specific event – whether it be a union town hall, a stewards meeting or a summer BBQ. Use the appropriate fields to update header; date, time and location information; contact information and general description of your event.",1,"2408.pdf","application/pdf",524213,"2019-08-28 21:29:36","2019-07-11 23:26:08","2019-08-28 21:29:38",NULL,796,"2408_thumb.png","image/png",25629,"2019-08-28 21:29:38",0,NULL,NULL,NULL,NULL
2409,16,"Bargaining Survey","Bargaining Survey",1,"2409.pdf","application/pdf",416813,"2019-07-12 00:45:08","2019-07-12 00:45:05","2019-07-12 00:45:09",NULL,32,"2409_thumb.png","image/png",30829,"2019-07-12 00:45:09",0,NULL,NULL,NULL,NULL
2410,6,"Never Quit Meeting Flyer","Join us as we grow our union and figure out a plan to reach out to our coworkers throughout the Central Valley. ",1,"2410.pdf","application/pdf",516061,"2019-07-12 18:00:34","2019-07-12 18:00:10","2019-07-12 18:00:35",NULL,819,"2410_thumb.png","image/png",21525,"2019-07-12 18:00:35",0,NULL,NULL,NULL,NULL
2411,23,"New Employee Orientation 2-Sided Postcard","Use this 2-sided postcard as a direct mail piece to bring awareness to your local organizing campaign. On the front side there is placement for up to five headshot photos with attributing quotes listed below. Also, on the back side there is placement for additional contact information and a place to include a permit number OR a U.S. stamp.",1,"2411.pdf","application/pdf",414655,"2019-07-13 16:59:23","2019-07-13 16:59:11","2019-07-13 16:59:25",NULL,853,"2411_thumb.png","image/png",9629,"2019-07-13 16:59:25",0,NULL,NULL,NULL,NULL
2412,6,"Never Quit Meeting Flyer","Use this flyer when advertising a specific event – whether it be a union town hall, a stewards meeting or a summer BBQ. Use the appropriate fields to update header; date, time and location information; contact information and general description of your event.",1,"2412.pdf","application/pdf",525551,"2019-07-13 18:37:13","2019-07-13 18:37:10","2019-07-13 18:37:14",NULL,16,"2412_thumb.png","image/png",25075,"2019-07-13 18:37:14",0,NULL,NULL,NULL,NULL
2413,13,"Floating Heads Testimonial","Floating Heads Testimonial",1,"2413.pdf","application/pdf",691090,"2019-07-14 16:20:14","2019-07-14 15:20:58","2019-07-14 16:20:15",NULL,863,"2413_thumb.png","image/png",43191,"2019-07-14 16:20:15",0,NULL,NULL,NULL,NULL
2414,27,"Newsletter","Use this 2-sided newsletter template to message your local members on issues that are important to them. On the front, there is space for a cover story and includes space for 1 large photo. In addition, there is also space to include a message from your local president. On the back, there is a static message from AFSCME President Lee Saunders that will automatically be updated each month.",1,"2414.pdf","application/pdf",975555,"2019-07-15 19:23:18","2019-07-15 18:20:04","2019-07-15 19:23:19",NULL,863,"2414_thumb.png","image/png",71158,"2019-07-15 19:23:19",0,NULL,NULL,NULL,NULL
2415,11,"General Announcement","Similar to the ""Never Quit Meeting Flyer"" — use this template to announce an event or a recent contract victory within your affiliate. Please make sure to incorporate a high-resolution photo that will work well with the space provided.
 ",1,"2415.pdf","application/pdf",347464,"2019-07-15 23:06:06","2019-07-15 23:04:01","2019-07-15 23:06:07",NULL,839,"2415_thumb.png","image/png",5735,"2019-07-15 23:06:07",0,NULL,NULL,NULL,NULL
2416,11,"General Announcement","Similar to the ""Never Quit Meeting Flyer"" — use this template to announce an event or a recent contract victory within your affiliate. Please make sure to incorporate a high-resolution photo that will work well with the space provided.
 ",1,NULL,NULL,NULL,NULL,"2019-07-15 23:06:28","2019-07-15 23:06:28",NULL,839,"2415_thumb.png","image/png",5735,"2019-07-15 23:06:07",0,NULL,NULL,NULL,NULL
2417,11,"General Announcement","Similar to the ""Never Quit Meeting Flyer"" — use this template to announce an event or a recent contract victory within your affiliate. Please make sure to incorporate a high-resolution photo that will work well with the space provided.
 ",1,NULL,NULL,NULL,NULL,"2019-07-15 23:06:28","2019-07-15 23:06:28",NULL,839,"2415_thumb.png","image/png",5735,"2019-07-15 23:06:07",0,NULL,NULL,NULL,NULL
2418,10,"Never Quit Brand Story","Already print-ready — use this poster as is or customize it to include an AFSCME affiliate logo and additional contact information.",1,"2418.pdf","application/pdf",524444,"2019-07-15 23:08:17","2019-07-15 23:08:15","2019-07-15 23:08:18",NULL,839,"2418_thumb.png","image/png",59457,"2019-07-15 23:08:18",0,NULL,NULL,NULL,NULL
2419,1,"Sector Specific Flyer","Use this flyer when targeting a specific audience – whether it be nurses, correctional officers or sanitation workers. Please make sure to incorporate a high-resolution photo that will work well with the space provided. Add industry-specific language in the left text box and use the text box on the right to include a small quote.",1,"2419.pdf","application/pdf",1338964,"2019-07-15 23:26:57","2019-07-15 23:26:52","2019-07-15 23:26:59",NULL,839,"2419_thumb.png","image/png",73108,"2019-07-15 23:26:59",0,NULL,NULL,NULL,NULL
2420,27,"Newsletter","Use this 2-sided newsletter template to message your local members on issues that are important to them. On the front, there is space for a cover story and includes space for 1 large photo. In addition, there is also space to include a message from your local president. On the back, there is a static message from AFSCME President Lee Saunders that will automatically be updated each month.",1,"2420.pdf","application/pdf",874342,"2019-07-16 16:48:32","2019-07-16 16:48:27","2019-07-16 16:48:33",NULL,184,"2420_thumb.png","image/png",50164,"2019-07-16 16:48:33",0,NULL,NULL,NULL,NULL
2421,1,"Sector Specific Flyer","Use this flyer when targeting a specific audience – whether it be nurses, correctional officers or sanitation workers. Please make sure to incorporate a high-resolution photo that will work well with the space provided. Add industry-specific language in the left text box and use the text box on the right to include a small quote.",1,"2421.pdf","application/pdf",420322,"2019-07-19 18:18:13","2019-07-19 18:18:10","2019-07-19 18:18:14",NULL,32,"2421_thumb.png","image/png",6024,"2019-07-19 18:18:14",0,NULL,NULL,NULL,NULL
2422,30,"Political Flyer","Political Flyer",1,"2422.pdf","application/pdf",761433,"2019-07-24 14:20:14","2019-07-23 16:31:27","2019-07-24 14:20:15",NULL,863,"2422_thumb.png","image/png",65842,"2019-07-24 14:20:15",0,NULL,NULL,NULL,NULL
2423,27,"Newsletter","Use this 2-sided newsletter template to message your local members on issues that are important to them. On the front, there is space for a cover story and includes space for 1 large photo. In addition, there is also space to include a message from your local president. On the back, there is a static message from AFSCME President Lee Saunders that will automatically be updated each month.",1,"2423.pdf","application/pdf",847098,"2019-07-23 17:35:22","2019-07-23 17:35:17","2019-07-23 17:35:23",NULL,842,"2423_thumb.png","image/png",10749,"2019-07-23 17:35:23",0,NULL,NULL,NULL,NULL
2424,11,"General Announcement","Similar to the ""Never Quit Meeting Flyer"" — use this template to announce an event or a recent contract victory within your affiliate. Please make sure to incorporate a high-resolution photo that will work well with the space provided.
 ",-2,NULL,NULL,NULL,NULL,"2019-07-24 18:34:19","2019-07-31 14:48:41",NULL,780,"2391_thumb.png","image/png",61350,"2019-07-18 19:56:57",0,NULL,NULL,NULL,NULL
2425,11,"General Announcement","Similar to the ""Never Quit Meeting Flyer"" — use this template to announce an event or a recent contract victory within your affiliate. Please make sure to incorporate a high-resolution photo that will work well with the space provided.
 ",1,"2425.pdf","application/pdf",663259,"2019-07-30 17:56:12","2019-07-24 18:34:20","2019-07-30 17:56:13",NULL,780,"2425_thumb.png","image/png",63099,"2019-07-30 17:56:13",0,NULL,NULL,NULL,NULL
2426,6,"Never Quit Meeting Flyer","Use this flyer when advertising a specific event – whether it be a union town hall, a stewards meeting or a summer BBQ. Use the appropriate fields to update header; date, time and location information; contact information and general description of your event.",1,"2426.pdf","application/pdf",511830,"2019-07-26 01:06:38","2019-07-26 01:00:29","2019-07-26 01:06:40",NULL,32,"2426_thumb.png","image/png",31741,"2019-07-26 01:06:40",0,NULL,NULL,NULL,NULL
2427,37,"Tri-Fold","Modeled on the International Union’s ‘Never Quit’ brochure - use this customizable trifold to introduce members to your affiliate. Customizable text, photos and logos will allow you to make this piece your own. Please make sure to use high resolution photography.",-2,"2427.pdf","application/pdf",590095,"2019-07-27 23:32:43","2019-07-27 23:32:37","2019-07-27 23:34:30",NULL,863,"2427_thumb.png","image/png",104499,"2019-07-27 23:32:45",0,NULL,NULL,NULL,NULL
2428,1,"Sector Specific Flyer","Use this flyer when targeting a specific audience – whether it be nurses, correctional officers or sanitation workers. Please make sure to incorporate a high-resolution photo that will work well with the space provided. Add industry-specific language in the left text box and use the text box on the right to include a small quote.",1,"2428.pdf","application/pdf",459504,"2019-07-28 00:14:06","2019-07-27 23:58:23","2019-07-28 00:14:07",NULL,863,"2428_thumb.png","image/png",73975,"2019-07-28 00:14:07",0,NULL,NULL,NULL,NULL
2429,13,"Floating Heads Testimonial","Floating Heads Testimonial",1,"2429.pdf","application/pdf",559369,"2019-07-28 00:28:38","2019-07-28 00:17:23","2019-07-28 00:28:39",NULL,863,"2429_thumb.png","image/png",45877,"2019-07-28 00:28:39",0,NULL,NULL,NULL,NULL
2430,1,"Sector Specific Flyer","Use this flyer when targeting a specific audience – whether it be nurses, correctional officers or sanitation workers. Please make sure to incorporate a high-resolution photo that will work well with the space provided. Add industry-specific language in the left text box and use the text box on the right to include a small quote.",-2,"2430.pdf","application/pdf",424362,"2019-07-28 19:59:45","2019-07-28 19:59:42","2019-07-28 20:00:54",NULL,868,"2430_thumb.png","image/png",10518,"2019-07-28 19:59:45",0,NULL,NULL,NULL,NULL
2431,6,"Never Quit Meeting Flyer","Use this flyer when advertising a specific event – whether it be a union town hall, a stewards meeting or a summer BBQ. Use the appropriate fields to update header; date, time and location information; contact information and general description of your event.",1,"2431.pdf","application/pdf",496953,"2019-07-30 16:51:16","2019-07-28 21:44:38","2019-07-30 16:51:17",NULL,435,"2431_thumb.png","image/png",27012,"2019-07-30 16:51:17",0,NULL,NULL,NULL,NULL
2432,27,"Newsletter","Use this 2-sided newsletter template to message your local members on issues that are important to them. On the front, there is space for a cover story and includes space for 1 large photo. In addition, there is also space to include a message from your local president. On the back, there is a static message from AFSCME President Lee Saunders that will automatically be updated each month.",1,"2432.pdf","application/pdf",875787,"2019-07-30 21:45:46","2019-07-29 20:18:06","2019-07-30 21:45:47",NULL,9,"2432_thumb.png","image/png",60156,"2019-07-30 21:45:47",0,NULL,NULL,NULL,NULL
2433,14,"Sector Specific Member Benefits Flyer","Sector Specific Member Benefits Flyer",1,"2433.pdf","application/pdf",808766,"2019-07-29 22:40:35","2019-07-29 22:29:05","2019-07-29 22:40:36",NULL,198,"2433_thumb.png","image/png",87092,"2019-07-29 22:40:36",0,NULL,NULL,NULL,NULL
2434,27,"Newsletter","Use this 2-sided newsletter template to message your local members on issues that are important to them. On the front, there is space for a cover story and includes space for 1 large photo. In addition, there is also space to include a message from your local president. On the back, there is a static message from AFSCME President Lee Saunders that will automatically be updated each month.",1,"2434.pdf","application/pdf",1258236,"2019-07-30 14:21:28","2019-07-30 13:38:26","2019-07-30 14:21:30",NULL,780,"2434_thumb.png","image/png",64783,"2019-07-30 14:21:30",0,NULL,NULL,NULL,NULL
2435,27,"Newsletter","Use this 2-sided newsletter template to message your local members on issues that are important to them. On the front, there is space for a cover story and includes space for 1 large photo. In addition, there is also space to include a message from your local president. On the back, there is a static message from AFSCME President Lee Saunders that will automatically be updated each month.",-2,"2435.pdf","application/pdf",849146,"2019-07-30 14:00:07","2019-07-30 14:00:01","2019-07-31 14:48:32",NULL,780,"2435_thumb.png","image/png",12244,"2019-07-30 14:00:08",0,NULL,NULL,NULL,NULL
2436,6,"Never Quit Meeting Flyer","Use this flyer when advertising a specific event – whether it be a union town hall, a stewards meeting or a summer BBQ. Use the appropriate fields to update header; date, time and location information; contact information and general description of your event.",1,"2436.pdf","application/pdf",508156,"2019-08-02 15:16:54","2019-07-30 15:39:37","2019-08-02 15:16:55",NULL,482,"2436_thumb.png","image/png",36128,"2019-08-02 15:16:55",0,NULL,NULL,NULL,NULL
2437,27,"Newsletter","Use this 2-sided newsletter template to message your local members on issues that are important to them. On the front, there is space for a cover story and includes space for 1 large photo. In addition, there is also space to include a message from your local president. On the back, there is a static message from AFSCME President Lee Saunders that will automatically be updated each month.",1,"2437.pdf","application/pdf",1268734,"2019-07-30 18:59:30","2019-07-30 15:42:34","2019-07-30 18:59:32",NULL,780,"2437_thumb.png","image/png",77313,"2019-07-30 18:59:32",0,NULL,NULL,NULL,NULL
2438,11,"General Announcement","Similar to the ""Never Quit Meeting Flyer"" — use this template to announce an event or a recent contract victory within your affiliate. Please make sure to incorporate a high-resolution photo that will work well with the space provided.
 ",1,"2438.pdf","application/pdf",662728,"2019-08-01 19:39:33","2019-07-30 16:28:33","2019-08-01 19:39:34",NULL,780,"2438_thumb.png","image/png",62304,"2019-08-01 19:39:34",0,NULL,NULL,NULL,NULL
2439,6,"Never Quit Meeting Flyer","Use this flyer when advertising a specific event – whether it be a union town hall, a stewards meeting or a summer BBQ. Use the appropriate fields to update header; date, time and location information; contact information and general description of your event.",1,"2439.pdf","application/pdf",497720,"2019-08-26 19:34:27","2019-07-31 20:53:36","2019-08-26 19:34:28",NULL,799,"2439_thumb.png","image/png",34068,"2019-08-26 19:34:28",0,NULL,NULL,NULL,NULL
2440,27,"Newsletter","Use this 2-sided newsletter template to message your local members on issues that are important to them. On the front, there is space for a cover story and includes space for 1 large photo. In addition, there is also space to include a message from your local president. On the back, there is a static message from AFSCME President Lee Saunders that will automatically be updated each month.",1,"2440.pdf","application/pdf",1005930,"2019-08-02 17:00:09","2019-08-01 16:52:37","2019-08-02 17:00:10",NULL,780,"2440_thumb.png","image/png",72713,"2019-08-02 17:00:10",0,NULL,NULL,NULL,NULL
2441,27,"Newsletter","Use this 2-sided newsletter template to message your local members on issues that are important to them. On the front, there is space for a cover story and includes space for 1 large photo. In addition, there is also space to include a message from your local president. On the back, there is a static message from AFSCME President Lee Saunders that will automatically be updated each month.",1,NULL,NULL,NULL,NULL,"2019-08-01 18:52:39","2019-08-01 20:13:29",NULL,874,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL
2442,27,"Newsletter","Use this 2-sided newsletter template to message your local members on issues that are important to them. On the front, there is space for a cover story and includes space for 1 large photo. In addition, there is also space to include a message from your local president. On the back, there is a static message from AFSCME President Lee Saunders that will automatically be updated each month.",1,NULL,NULL,NULL,NULL,"2019-08-01 18:55:17","2019-08-01 18:55:17",NULL,874,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL
2443,27,"Newsletter","Use this 2-sided newsletter template to message your local members on issues that are important to them. On the front, there is space for a cover story and includes space for 1 large photo. In addition, there is also space to include a message from your local president. On the back, there is a static message from AFSCME President Lee Saunders that will automatically be updated each month.",1,NULL,NULL,NULL,NULL,"2019-08-01 18:57:09","2019-08-01 18:57:09",NULL,874,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL
2444,27,"Newsletter","Use this 2-sided newsletter template to message your local members on issues that are important to them. On the front, there is space for a cover story and includes space for 1 large photo. In addition, there is also space to include a message from your local president. On the back, there is a static message from AFSCME President Lee Saunders that will automatically be updated each month.",1,NULL,NULL,NULL,NULL,"2019-08-01 18:57:49","2019-08-01 19:49:23",NULL,874,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL
2445,27,"Newsletter","Use this 2-sided newsletter template to message your local members on issues that are important to them. On the front, there is space for a cover story and includes space for 1 large photo. In addition, there is also space to include a message from your local president. On the back, there is a static message from AFSCME President Lee Saunders that will automatically be updated each month.",1,"2445.pdf","application/pdf",1269077,"2019-08-02 18:36:47","2019-08-01 21:41:24","2019-08-02 18:36:48",NULL,780,"2445_thumb.png","image/png",77268,"2019-08-02 18:36:48",0,NULL,NULL,NULL,NULL
2446,4,"Comparison Table","Use this flyer when making a comparison between two subjects. Use the first column to include a topic and use the remaining columns to respond accordingly.",1,"2446.pdf","application/pdf",495733,"2019-08-01 23:01:49","2019-08-01 23:01:45","2019-08-01 23:01:50",NULL,738,"2446_thumb.png","image/png",6214,"2019-08-01 23:01:50",0,NULL,NULL,NULL,NULL
2447,30,"Political Flyer","Political Flyer",1,"2447.pdf","application/pdf",536517,"2019-08-03 22:20:06","2019-08-03 21:55:10","2019-08-03 22:20:07",NULL,499,"2447_thumb.png","image/png",62264,"2019-08-03 22:20:07",0,NULL,NULL,NULL,NULL
2448,5,"We Never Quit Poster","Already print-ready — use this poster as is or customize it to include an AFSCME affiliate logo.",1,"2448.pdf","application/pdf",703230,"2019-08-06 15:43:56","2019-08-06 15:43:53","2019-08-06 15:43:58",NULL,3,"2448_thumb.png","image/png",74495,"2019-08-06 15:43:58",0,NULL,NULL,NULL,NULL
2449,8,"2-Sided Postcard","Use this 2-sided postcard as a direct mail piece to bring awareness to your local organizing campaign. On the front side there is placement for up to five headshot photos with attributing quotes listed below. Also, on the back side there is placement for additional contact information and a place to include a permit number OR a U.S. stamp.",1,"2449.pdf","application/pdf",749442,"2019-08-07 19:27:57","2019-08-07 19:27:39","2019-08-07 19:28:00",NULL,29,"2449_thumb.png","image/png",5707,"2019-08-07 19:28:00",0,NULL,NULL,NULL,NULL
2450,10,"Never Quit Brand Story","Already print-ready — use this poster as is or customize it to include an AFSCME affiliate logo and additional contact information.",1,"2450.pdf","application/pdf",528786,"2019-08-07 23:44:03","2019-08-07 23:44:01","2019-08-07 23:44:03",NULL,265,"2450_thumb.png","image/png",58644,"2019-08-07 23:44:03",0,NULL,NULL,NULL,NULL
2451,10,"Never Quit Brand Story","Already print-ready — use this poster as is or customize it to include an AFSCME affiliate logo and additional contact information.",1,NULL,NULL,NULL,NULL,"2019-08-07 23:44:45","2019-08-07 23:44:45",NULL,265,"2450_thumb.png","image/png",58644,"2019-08-07 23:44:03",0,NULL,NULL,NULL,NULL
2452,10,"Never Quit Brand Story","Already print-ready — use this poster as is or customize it to include an AFSCME affiliate logo and additional contact information.",1,"2452.pdf","application/pdf",528786,"2019-08-07 23:45:28","2019-08-07 23:44:45","2019-08-07 23:45:29",NULL,265,"2452_thumb.png","image/png",58644,"2019-08-07 23:45:29",0,NULL,NULL,NULL,NULL
2453,30,"Political Flyer","Political Flyer",1,"2453.pdf","application/pdf",422444,"2020-02-13 21:15:22","2019-08-12 14:00:20","2020-02-13 21:15:23",NULL,871,"2453_thumb.png","image/png",47233,"2020-02-13 21:15:23",0,NULL,NULL,NULL,NULL
2454,6,"Local 8 health care","Use this flyer when advertising a specific event – whether it be a union town hall, a stewards meeting or a summer BBQ. Use the appropriate fields to update header; date, time and location information; contact information and general description of your event.",1,"2454.pdf","application/pdf",519634,"2019-08-21 18:49:39","2019-08-13 15:01:18","2019-08-21 18:49:40",NULL,286,"2454_thumb.png","image/png",24896,"2019-08-21 18:49:40",0,NULL,NULL,NULL,NULL
2455,6,"Never Quit Meeting Flyer","Use this flyer when advertising a specific event – whether it be a union town hall, a stewards meeting or a summer BBQ. Use the appropriate fields to update header; date, time and location information; contact information and general description of your event.",1,"2455.pdf","application/pdf",497974,"2019-08-15 22:07:38","2019-08-13 21:56:04","2019-08-15 22:07:40",NULL,799,"2455_thumb.png","image/png",31925,"2019-08-15 22:07:40",0,NULL,NULL,NULL,NULL
2456,34,"Share Graphic: Crowd","Facebook share graphic",1,NULL,NULL,NULL,NULL,"2019-08-14 20:40:50","2019-08-14 20:40:50",NULL,853,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL
2457,13,"Floating Heads Testimonial","Floating Heads Testimonial",1,"2457.pdf","application/pdf",703678,"2019-08-16 20:51:04","2019-08-15 00:29:29","2019-08-16 20:51:05",NULL,65,"2457_thumb.png","image/png",45344,"2019-08-16 20:51:05",0,NULL,NULL,NULL,NULL
2458,27,"Newsletter","Use this 2-sided newsletter template to message your local members on issues that are important to them. On the front, there is space for a cover story and includes space for 1 large photo. In addition, there is also space to include a message from your local president. On the back, there is a static message from AFSCME President Lee Saunders that will automatically be updated each month.",1,"2458.pdf","application/pdf",868765,"2019-08-20 16:00:48","2019-08-15 13:58:22","2019-08-20 16:00:49",NULL,857,"2458_thumb.png","image/png",16949,"2019-08-20 16:00:49",1,NULL,NULL,NULL,NULL
2459,6,"Never Quit Meeting Flyer","Use this flyer when advertising a specific event – whether it be a union town hall, a stewards meeting or a summer BBQ. Use the appropriate fields to update header; date, time and location information; contact information and general description of your event.",1,"2459.pdf","application/pdf",496513,"2020-08-17 14:47:12","2019-08-15 17:19:56","2020-08-17 14:47:14",NULL,435,"2459_thumb.png","image/png",27839,"2020-08-17 14:47:14",0,NULL,NULL,NULL,NULL
2460,34,"Share Graphic: Crowd","Facebook share graphic",1,NULL,NULL,NULL,NULL,"2019-08-15 17:45:38","2019-08-15 17:45:38",NULL,698,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL
2461,6,"Save Our Centers hearing flyer - White Haven","DHS hearing - White Haven Center",1,"2461.pdf","application/pdf",526813,"2019-08-15 19:45:58","2019-08-15 19:30:55","2019-08-15 19:45:59",NULL,498,"2461_thumb.png","image/png",34452,"2019-08-15 19:45:59",0,NULL,NULL,NULL,NULL
2462,6,"Save Our Centers hearing flyer - White Haven","DHS hearing - White Haven Center",1,"2462.pdf","application/pdf",526440,"2019-08-29 14:01:35","2019-08-15 19:46:44","2019-08-29 14:01:36",NULL,498,"2462_thumb.png","image/png",34069,"2019-08-29 14:01:36",0,NULL,NULL,NULL,NULL
2463,6,"Save Our Centers hearing flyer - Polk","DHS hearing - Polk Center",1,"2463.pdf","application/pdf",526392,"2019-08-29 14:00:53","2019-08-15 19:46:44","2019-08-29 14:00:54",NULL,498,"2463_thumb.png","image/png",33543,"2019-08-29 14:00:54",0,NULL,NULL,NULL,NULL
2464,6,"Never Quit Meeting Flyer","Use this flyer when advertising a specific event – whether it be a union town hall, a stewards meeting or a summer BBQ. Use the appropriate fields to update header; date, time and location information; contact information and general description of your event.",1,"2464.pdf","application/pdf",508163,"2019-08-20 15:49:29","2019-08-16 03:55:09","2019-08-20 15:49:30",NULL,482,"2464_thumb.png","image/png",35093,"2019-08-20 15:49:30",0,NULL,NULL,NULL,NULL
2465,13,"Floating Heads Testimonial","Floating Heads Testimonial",1,"2465.pdf","application/pdf",681178,"2019-08-16 13:17:17","2019-08-16 12:51:42","2019-08-16 13:17:19",NULL,698,"2465_thumb.png","image/png",38736,"2019-08-16 13:17:19",0,NULL,NULL,NULL,NULL
